,stakes,offer,accept,year,stakes_1,stakes_2,stakes_3,stakes_4,percent_offer,wealth,moneyoffer,SR,C,IN,DaysW
387,2000,100,1,2007,0,0,1,0,0.05,0,,0,0,1,1
388,2000,100,1,2007,0,0,1,0,0.05,0,,0,0,1,1
389,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
390,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
391,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
392,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
393,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
394,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
395,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
396,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
397,2000,200,1,2007,0,0,1,0,0.1,0,,0,0,1,2
398,2000,300,1,2007,0,0,1,0,0.15,0,,0,0,1,3
399,2000,300,1,2007,0,0,1,0,0.15,0,,0,0,1,3
400,2000,300,1,2007,0,0,1,0,0.15,0,,0,0,1,3
401,2000,400,1,2007,0,0,1,0,0.2,0,,0,0,1,4
402,2000,500,1,2007,0,0,1,0,0.25,0,,0,0,1,5
403,2000,500,1,2007,0,0,1,0,0.25,0,,0,0,1,5
404,2000,100,0,2007,0,0,1,0,0.05,1,,0,0,1,1
405,2000,100,0,2007,0,0,1,0,0.05,1,,0,0,1,1
406,2000,100,0,2007,0,0,1,0,0.05,1,,0,0,1,1
407,2000,100,0,2007,0,0,1,0,0.05,1,,0,0,1,1
408,2000,100,1,2007,0,0,1,0,0.05,1,,0,0,1,1
409,2000,100,1,2007,0,0,1,0,0.05,1,,0,0,1,1
410,2000,100,1,2007,0,0,1,0,0.05,1,,0,0,1,1
411,2000,100,1,2007,0,0,1,0,0.05,1,,0,0,1,1
412,2000,100,1,2007,0,0,1,0,0.05,1,,0,0,1,1
413,2000,100,1,2007,0,0,1,0,0.05,1,,0,0,1,1
414,2000,200,0,2007,0,0,1,0,0.1,1,,0,0,1,2
415,2000,200,0,2007,0,0,1,0,0.1,1,,0,0,1,2
416,2000,200,1,2007,0,0,1,0,0.1,1,,0,0,1,2
417,2000,200,1,2007,0,0,1,0,0.1,1,,0,0,1,2
418,2000,200,1,2007,0,0,1,0,0.1,1,,0,0,1,2
419,2000,200,1,2007,0,0,1,0,0.1,1,,0,0,1,2
420,2000,200,1,2007,0,0,1,0,0.1,1,,0,0,1,2
421,2000,200,1,2007,0,0,1,0,0.1,1,,0,0,1,2
422,2000,300,0,2007,0,0,1,0,0.15,1,,0,0,1,3
423,2000,300,0,2007,0,0,1,0,0.15,1,,0,0,1,3
424,2000,300,1,2007,0,0,1,0,0.15,1,,0,0,1,3
425,2000,300,1,2007,0,0,1,0,0.15,1,,0,0,1,3
426,2000,300,1,2007,0,0,1,0,0.15,1,,0,0,1,3
427,2000,400,1,2007,0,0,1,0,0.2,1,,0,0,1,4
428,2000,400,1,2007,0,0,1,0,0.2,1,,0,0,1,4
429,2000,500,0,2007,0,0,1,0,0.25,1,,0,0,1,5
430,2000,500,0,2007,0,0,1,0,0.25,1,,0,0,1,5
431,2000,500,1,2007,0,0,1,0,0.25,1,,0,0,1,5
432,2000,700,0,2007,0,0,1,0,0.35,1,,0,0,1,7
433,2000,1000,1,2007,0,0,1,0,0.5,1,,0,0,1,10
434,20000,1000,1,2007,0,0,0,1,0.05,0,,0,0,1,10
435,20000,1000,1,2007,0,0,0,1,0.05,0,,0,0,1,10
436,20000,1000,1,2007,0,0,0,1,0.05,0,,0,0,1,10
437,20000,1000,1,2007,0,0,0,1,0.05,0,,0,0,1,10
438,20000,1000,1,2007,0,0,0,1,0.05,0,,0,0,1,10
439,20000,1000,1,2007,0,0,0,1,0.05,0,,0,0,1,10
440,20000,2000,1,2007,0,0,0,1,0.1,0,,0,0,1,20
441,20000,2000,1,2007,0,0,0,1,0.1,0,,0,0,1,20
442,20000,3000,1,2007,0,0,0,1,0.15,0,,0,0,1,30
443,20000,3000,1,2007,0,0,0,1,0.15,0,,0,0,1,30
444,20000,5000,1,2007,0,0,0,1,0.25,0,,0,0,1,50
445,20000,10000,1,2007,0,0,0,1,0.5,0,,0,0,1,100
446,20000,1000,1,2007,0,0,0,1,0.05,1,,0,0,1,10
447,20000,1000,1,2007,0,0,0,1,0.05,1,,0,0,1,10
448,20000,1000,1,2007,0,0,0,1,0.05,1,,0,0,1,10
449,20000,1000,1,2007,0,0,0,1,0.05,1,,0,0,1,10
450,20000,1000,1,2007,0,0,0,1,0.05,1,,0,0,1,10
451,20000,1000,1,2007,0,0,0,1,0.05,1,,0,0,1,10
452,20000,2000,0,2007,0,0,0,1,0.1,1,,0,0,1,20
453,20000,2000,1,2007,0,0,0,1,0.1,1,,0,0,1,20
454,20000,2000,1,2007,0,0,0,1,0.1,1,,0,0,1,20
455,20000,4000,1,2007,0,0,0,1,0.2,1,,0,0,1,40
456,20000,5000,1,2007,0,0,0,1,0.25,1,,0,0,1,50
457,20000,6000,1,2007,0,0,0,1,0.3,1,,0,0,1,60
458,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
459,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
460,60,430,1,,1,0,0,,0.43,,25.800001,1,0,0,0.1075
461,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
462,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
463,60,475,0,,1,0,0,,0.475,,28.5,1,0,0,0.11875
464,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
465,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
466,60,515,1,,1,0,0,,0.515,,30.9,1,0,0,0.12875
467,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
468,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
469,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
470,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
471,60,465,1,,1,0,0,,0.465,,27.9,1,0,0,0.11625
472,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
473,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
474,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
475,60,430,1,,1,0,0,,0.43,,25.800001,1,0,0,0.1075
476,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
477,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
478,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
479,60,435,1,,1,0,0,,0.435,,26.1,1,0,0,0.10875
480,60,350,0,,1,0,0,,0.35,,21,1,0,0,0.0875
481,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
482,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
483,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
484,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
485,60,490,1,,1,0,0,,0.49,,29.400002,1,0,0,0.12250001
486,60,365,1,,1,0,0,,0.365,,21.900002,1,0,0,0.09125001
487,60,480,1,,1,0,0,,0.48,,28.8,1,0,0,0.12
488,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
489,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
490,60,550,0,,1,0,0,,0.55,,33,1,0,0,0.1375
491,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
492,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
493,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
494,60,380,1,,1,0,0,,0.38,,22.8,1,0,0,0.095
495,60,395,1,,1,0,0,,0.395,,23.7,1,0,0,0.09875
496,60,410,1,,1,0,0,,0.41,,24.6,1,0,0,0.1025
497,60,450,0,,1,0,0,,0.45,,27,1,0,0,0.1125
498,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
499,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
500,60,425,1,,1,0,0,,0.425,,25.5,1,0,0,0.10625
501,60,300,0,,1,0,0,,0.3,,18,1,0,0,0.075
502,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
503,60,455,1,,1,0,0,,0.455,,27.300001,1,0,0,0.11375
504,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
505,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
506,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
507,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
508,60,415,1,,1,0,0,,0.415,,24.9,1,0,0,0.10375
509,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
510,60,250,1,,1,0,0,,0.25,,15,1,0,0,0.0625
511,60,480,1,,1,0,0,,0.48,,28.8,1,0,0,0.12
512,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
513,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
514,60,600,1,,1,0,0,,0.6,,36,1,0,0,0.15
515,60,450,1,,1,0,0,,0.45,,27,1,0,0,0.1125
516,60,430,0,,1,0,0,,0.43,,25.800001,1,0,0,0.1075
517,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
518,60,380,1,,1,0,0,,0.38,,22.8,1,0,0,0.095
519,60,365,0,,1,0,0,,0.365,,21.900002,1,0,0,0.09125001
520,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
521,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
522,60,350,1,,1,0,0,,0.35,,21,1,0,0,0.0875
523,60,450,1,,1,0,0,,0.45,,27,1,0,0,0.1125
524,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
525,60,340,1,,1,0,0,,0.34,,20.4,1,0,0,0.085
526,60,200,0,,1,0,0,,0.2,,12,1,0,0,0.05
527,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
528,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
529,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
530,60,480,0,,1,0,0,,0.48,,28.8,1,0,0,0.12
531,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
532,60,410,0,,1,0,0,,0.41,,24.6,1,0,0,0.1025
533,60,485,1,,1,0,0,,0.485,,29.1,1,0,0,0.12125
534,60,250,0,,1,0,0,,0.25,,15,1,0,0,0.0625
535,60,475,1,,1,0,0,,0.475,,28.5,1,0,0,0.11875
536,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
537,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
538,60,575,1,,1,0,0,,0.575,,34.5,1,0,0,0.14375
539,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
540,60,470,0,,1,0,0,,0.47,,28.2,1,0,0,0.1175
541,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
542,60,330,1,,1,0,0,,0.33,,19.800001,1,0,0,0.0825
543,60,370,0,,1,0,0,,0.37,,22.2,1,0,0,0.0925
544,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
545,60,495,1,,1,0,0,,0.495,,29.7,1,0,0,0.12375
546,60,350,0,,1,0,0,,0.35,,21,1,0,0,0.0875
547,60,475,1,,1,0,0,,0.475,,28.5,1,0,0,0.11875
548,60,455,1,,1,0,0,,0.455,,27.300001,1,0,0,0.11375
549,60,350,1,,1,0,0,,0.35,,21,1,0,0,0.0875
550,60,300,0,,1,0,0,,0.3,,18,1,0,0,0.075
551,60,425,1,,1,0,0,,0.425,,25.5,1,0,0,0.10625
552,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
553,60,250,1,,1,0,0,,0.25,,15,1,0,0,0.0625
554,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
555,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
556,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
557,60,490,1,,1,0,0,,0.49,,29.400002,1,0,0,0.12250001
558,60,335,0,,1,0,0,,0.335,,20.1,1,0,0,0.08375
559,60,470,0,,1,0,0,,0.47,,28.2,1,0,0,0.1175
560,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
561,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
562,60,550,1,,1,0,0,,0.55,,33,1,0,0,0.1375
563,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
564,60,485,1,,1,0,0,,0.485,,29.1,1,0,0,0.12125
565,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
566,60,250,0,,1,0,0,,0.25,,15,1,0,0,0.0625
567,60,390,1,,1,0,0,,0.39,,23.4,1,0,0,0.0975
568,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
569,60,485,1,,1,0,0,,0.485,,29.1,1,0,0,0.12125
570,60,335,0,,1,0,0,,0.335,,20.1,1,0,0,0.08375
571,60,455,1,,1,0,0,,0.455,,27.300001,1,0,0,0.11375
572,60,455,1,,1,0,0,,0.455,,27.300001,1,0,0,0.11375
573,60,350,1,,1,0,0,,0.35,,21,1,0,0,0.0875
574,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
575,60,520,1,,1,0,0,,0.52,,31.199999,1,0,0,0.13
576,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
577,60,250,0,,1,0,0,,0.25,,15,1,0,0,0.0625
578,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
579,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
580,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
581,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
582,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
583,60,475,1,,1,0,0,,0.475,,28.5,1,0,0,0.11875
584,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
585,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
586,60,550,1,,1,0,0,,0.55,,33,1,0,0,0.1375
587,60,350,1,,1,0,0,,0.35,,21,1,0,0,0.0875
588,60,485,1,,1,0,0,,0.485,,29.1,1,0,0,0.12125
589,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
590,60,380,0,,1,0,0,,0.38,,22.8,1,0,0,0.095
591,60,380,0,,1,0,0,,0.38,,22.8,1,0,0,0.095
592,60,385,1,,1,0,0,,0.385,,23.099998,1,0,0,0.09624999
593,60,480,1,,1,0,0,,0.48,,28.8,1,0,0,0.12
594,60,420,0,,1,0,0,,0.42,,25.199999,1,0,0,0.105
595,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
596,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
597,60,650,1,,1,0,0,,0.65,,39,1,0,0,0.1625
598,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
599,60,450,1,,1,0,0,,0.45,,27,1,0,0,0.1125
600,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
601,60,250,0,,1,0,0,,0.25,,15,1,0,0,0.0625
602,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
603,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
604,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
605,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
606,60,335,1,,1,0,0,,0.335,,20.1,1,0,0,0.08375
607,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
608,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
609,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
610,60,550,1,,1,0,0,,0.55,,33,1,0,0,0.1375
611,60,600,1,,1,0,0,,0.6,,36,1,0,0,0.15
612,60,485,1,,1,0,0,,0.485,,29.1,1,0,0,0.12125
613,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
614,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
615,60,390,0,,1,0,0,,0.39,,23.4,1,0,0,0.0975
616,60,385,0,,1,0,0,,0.385,,23.099998,1,0,0,0.09624999
617,60,490,1,,1,0,0,,0.49,,29.400002,1,0,0,0.12250001
618,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
619,60,460,1,,1,0,0,,0.46,,27.6,1,0,0,0.115
620,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
621,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
622,60,375,1,,1,0,0,,0.375,,22.5,1,0,0,0.09375
623,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
624,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
625,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
626,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
627,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
628,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
629,60,485,1,,1,0,0,,0.485,,29.1,1,0,0,0.12125
630,60,335,1,,1,0,0,,0.335,,20.1,1,0,0,0.08375
631,60,475,1,,1,0,0,,0.475,,28.5,1,0,0,0.11875
632,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
633,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
634,60,550,1,,1,0,0,,0.55,,33,1,0,0,0.1375
635,60,300,0,,1,0,0,,0.3,,18,1,0,0,0.075
636,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
637,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
638,60,450,1,,1,0,0,,0.45,,27,1,0,0,0.1125
639,60,395,1,,1,0,0,,0.395,,23.7,1,0,0,0.09875
640,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
641,60,475,1,,1,0,0,,0.475,,28.5,1,0,0,0.11875
642,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
643,60,465,1,,1,0,0,,0.465,,27.9,1,0,0,0.11625
644,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
645,60,350,0,,1,0,0,,0.35,,21,1,0,0,0.0875
646,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
647,60,450,1,,1,0,0,,0.45,,27,1,0,0,0.1125
648,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
649,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
650,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
651,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
652,60,415,0,,1,0,0,,0.415,,24.9,1,0,0,0.10375
653,60,485,1,,1,0,0,,0.485,,29.1,1,0,0,0.12125
654,60,335,1,,1,0,0,,0.335,,20.1,1,0,0,0.08375
655,60,475,1,,1,0,0,,0.475,,28.5,1,0,0,0.11875
656,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
657,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
658,60,530,1,,1,0,0,,0.53,,31.8,1,0,0,0.1325
659,60,350,1,,1,0,0,,0.35,,21,1,0,0,0.0875
660,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
661,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
662,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
663,60,395,1,,1,0,0,,0.395,,23.7,1,0,0,0.09875
664,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
665,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
666,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
667,60,450,1,,1,0,0,,0.45,,27,1,0,0,0.1125
668,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
669,60,350,0,,1,0,0,,0.35,,21,1,0,0,0.0875
670,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
671,60,510,1,,1,0,0,,0.51,,30.599998,1,0,0,0.1275
672,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
673,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
674,60,550,1,,1,0,0,,0.55,,33,1,0,0,0.1375
675,60,550,1,,1,0,0,,0.55,,33,1,0,0,0.1375
676,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
677,60,485,1,,1,0,0,,0.485,,29.1,1,0,0,0.12125
678,60,335,1,,1,0,0,,0.335,,20.1,1,0,0,0.08375
679,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
680,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
681,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
682,60,525,1,,1,0,0,,0.525,,31.499998,1,0,0,0.13125
683,60,350,1,,1,0,0,,0.35,,21,1,0,0,0.0875
684,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
685,60,400,0,,1,0,0,,0.4,,24,1,0,0,0.1
686,60,450,1,,1,0,0,,0.45,,27,1,0,0,0.1125
687,60,395,0,,1,0,0,,0.395,,23.7,1,0,0,0.09875
688,60,410,1,,1,0,0,,0.41,,24.6,1,0,0,0.1025
689,60,470,1,,1,0,0,,0.47,,28.2,1,0,0,0.1175
690,60,420,1,,1,0,0,,0.42,,25.199999,1,0,0,0.105
691,60,445,1,,1,0,0,,0.445,,26.699999,1,0,0,0.11125
692,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
693,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
694,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
695,60,390,1,,1,0,0,,0.39,,23.4,1,0,0,0.0975
696,60,400,1,,1,0,0,,0.4,,24,1,0,0,0.1
697,60,500,1,,1,0,0,,0.5,,30,1,0,0,0.125
698,300,5,0,,0,1,0,,0.005,,1.5,1,0,0,0.00625
699,300,490,1,,0,1,0,,0.49,,147,1,0,0,0.6125
700,300,415,1,,0,1,0,,0.415,,124.5,1,0,0,0.51875
701,300,700,1,,0,1,0,,0.7,,210,1,0,0,0.875
702,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
703,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
704,300,300,1,,0,1,0,,0.3,,90,1,0,0,0.375
705,300,450,1,,0,1,0,,0.45,,135,1,0,0,0.5625
706,300,450,1,,0,1,0,,0.45,,135,1,0,0,0.5625
707,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
708,300,420,1,,0,1,0,,0.42,,125.99999,1,0,0,0.525
709,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
710,300,480,1,,0,1,0,,0.48,,144,1,0,0,0.6
711,300,550,1,,0,1,0,,0.55,,165,1,0,0,0.6875
712,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
713,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
714,300,460,1,,0,1,0,,0.46,,138,1,0,0,0.575
715,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
716,300,335,1,,0,1,0,,0.335,,100.5,1,0,0,0.41875
717,300,370,1,,0,1,0,,0.37,,111,1,0,0,0.4625
718,300,400,1,,0,1,0,,0.4,,120,1,0,0,0.5
719,300,480,1,,0,1,0,,0.48,,144,1,0,0,0.6
720,300,470,1,,0,1,0,,0.47,,141,1,0,0,0.5875
721,300,490,1,,0,1,0,,0.49,,147,1,0,0,0.6125
722,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
723,300,490,1,,0,1,0,,0.49,,147,1,0,0,0.6125
724,300,340,1,,0,1,0,,0.34,,102,1,0,0,0.425
725,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
726,300,465,1,,0,1,0,,0.465,,139.5,1,0,0,0.58125
727,300,350,1,,0,1,0,,0.35,,105,1,0,0,0.4375
728,300,465,1,,0,1,0,,0.465,,139.5,1,0,0,0.58125
729,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
730,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
731,300,5,0,,0,1,0,,0.005,,1.5,1,0,0,0.00625
732,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
733,300,430,1,,0,1,0,,0.43,,129,1,0,0,0.5375
734,300,600,1,,0,1,0,,0.6,,180,1,0,0,0.75
735,300,450,1,,0,1,0,,0.45,,135,1,0,0,0.5625
736,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
737,300,335,0,,0,1,0,,0.335,,100.5,1,0,0,0.41875
738,300,450,1,,0,1,0,,0.45,,135,1,0,0,0.5625
739,300,550,1,,0,1,0,,0.55,,165,1,0,0,0.6875
740,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
741,300,415,0,,0,1,0,,0.415,,124.5,1,0,0,0.51875
742,300,450,1,,0,1,0,,0.45,,135,1,0,0,0.5625
743,300,490,1,,0,1,0,,0.49,,147,1,0,0,0.6125
744,300,400,1,,0,1,0,,0.4,,120,1,0,0,0.5
745,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
746,300,470,1,,0,1,0,,0.47,,141,1,0,0,0.5875
747,300,450,1,,0,1,0,,0.45,,135,1,0,0,0.5625
748,300,490,1,,0,1,0,,0.49,,147,1,0,0,0.6125
749,300,340,1,,0,1,0,,0.34,,102,1,0,0,0.425
750,300,390,1,,0,1,0,,0.39,,116.99999,1,0,0,0.48749998
751,300,350,1,,0,1,0,,0.35,,105,1,0,0,0.4375
752,300,480,1,,0,1,0,,0.48,,144,1,0,0,0.6
753,300,505,1,,0,1,0,,0.505,,151.5,1,0,0,0.63125
754,300,490,1,,0,1,0,,0.49,,147,1,0,0,0.6125
755,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
756,300,430,1,,0,1,0,,0.43,,129,1,0,0,0.5375
757,300,330,1,,0,1,0,,0.33,,99.00001,1,0,0,0.41250002
758,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
759,300,460,1,,0,1,0,,0.46,,138,1,0,0,0.575
760,300,350,1,,0,1,0,,0.35,,105,1,0,0,0.4375
761,300,400,1,,0,1,0,,0.4,,120,1,0,0,0.5
762,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
763,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
764,300,5,0,,0,1,0,,0.005,,1.5,1,0,0,0.00625
765,300,495,1,,0,1,0,,0.495,,148.5,1,0,0,0.61875
766,300,400,1,,0,1,0,,0.4,,120,1,0,0,0.5
767,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
768,300,300,0,,0,1,0,,0.3,,90,1,0,0,0.375
769,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
770,300,335,1,,0,1,0,,0.335,,100.5,1,0,0,0.41875
771,300,440,1,,0,1,0,,0.44,,132,1,0,0,0.55
772,300,535,1,,0,1,0,,0.535,,160.50002,1,0,0,0.66875005
773,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
774,300,420,1,,0,1,0,,0.42,,125.99999,1,0,0,0.525
775,300,380,1,,0,1,0,,0.38,,114,1,0,0,0.475
776,300,460,1,,0,1,0,,0.46,,138,1,0,0,0.575
777,300,550,1,,0,1,0,,0.55,,165,1,0,0,0.6875
778,300,500,1,,0,1,0,,0.5,,150,1,0,0,0.625
779,300,450,1,,0,1,0,,0.45,,135,1,0,0,0.5625
780,300,360,1,,0,1,0,,0.36,,108.00001,1,0,0,0.45000002
781,300,485,1,,0,1,0,,0.485,,145.5,1,0,0,0.60625
782,300,300,1,,0,1,0,,0.3,,90,1,0,0,0.375
783,300,435,1,,0,1,0,,0.435,,130.5,1,0,0,0.54375
784,300,360,1,,0,1,0,,0.36,,108.00001,1,0,0,0.45000002
785,300,490,1,,0,1,0,,0.49,,147,1,0,0,0.6125
786,300,490,0,,0,1,0,,0.49,,147,1,0,0,0.6125
787,300,490,1,,0,1,0,,0.49,,147,1,0,0,0.6125
788,300,450,1,,0,1,0,,0.45,,135,1,0,0,0.5625
